 Optimized Solution after maximum provided iteration.This file contains vector of points of the generated path.
X	Y
28.5404	155.339
45.9662	150.773
55.9623	150.495
71.0746	145.58
86.7477	141.889
103.562	140.63
127.448	142.23
141.813	154.422
160.811	153.748
179.468	153.149
204.126	157.15
227.013	153.765
236.729	151.398
256.027	154.465
275.636	155.662
295.256	158.932
315.955	166.511
322.332	169.123
341.216	174.93
357.957	183.206
376.708	193.957
378.782	199.979
368.29	217.854
362.119	237.711
356.834	249.52
355.779	269.211
356.484	279.186
366.175	294.943
372.638	302.573
384.204	317.778
389.45	334.164
396.617	356.994
398.501	375.782
397.942	395.531
395.121	415.31
406.895	435.031
417.419	456.748
425	475
