Saved a vector of rrt <nodes> points.
X	Y
25	475
29.4383	466.039
33.1781	456.765
43.1379	457.661
49.8547	450.252
52.3785	440.576
54.9542	430.913
62.8963	424.837
56.5073	417.144
72.1232	420.981
82.0247	419.581
91.969	420.635
56.6782	407.145
53.5905	397.634
54.3696	387.665
101.95	420.026
111.949	420.21
119.239	413.365
127.585	407.856
133.309	399.657
138.873	391.348
139.502	381.367
146.42	374.147
153.451	367.036
53.616	377.693
43.6179	377.498
163.414	367.907
168.119	359.083
56.2246	368.039
178.117	358.913
55.2393	358.088
181.011	349.341
186.804	341.19
183.118	367.573
133.66	415.799
55.0813	348.089
55.5813	338.102
57.3849	328.266
191.316	332.266
193.816	322.583
191.748	372.625
57.9798	318.283
58.26	308.287
58.5524	298.292
194.637	312.617
61.7601	444.038
200.26	377.873
56.3627	288.534
56.8527	278.546
204.37	310.318
210.704	302.581
54.303	268.877
135.552	425.619
58.6211	259.857
205.522	386.377
214.895	389.863
220.453	300.355
230.103	297.731
47.465	327.002
237.759	291.298
246.258	286.028
249.417	276.54
224.718	387.989
59.8583	249.934
255.17	290.563
258.424	272.197
243.066	268.816
264.579	264.316
272.898	258.766
168.267	376.65
276.238	249.34
141.268	433.824
279.705	239.96
289.221	243.034
232.787	393.896
277.175	267.804
296.798	236.509
272.567	232.957
299.473	226.873
242.376	396.733
69.8283	250.708
302.199	244.925
265.119	226.284
300.258	216.904
135.048	441.654
304.827	208.009
312.255	201.314
65.0194	401.63
311.767	247.833
184.936	310.191
52.2384	243.458
321.596	249.671
43.8465	399.882
331.397	247.685
315.642	191.905
322.062	184.239
329.189	177.224
249.701	403.541
255.284	228.093
51.1111	233.522
259.7	403.403
53.5695	223.829
54.4438	213.867
250.317	413.522
269.676	404.084
63.5392	209.711
328.708	167.236
336.533	256.265
73.4599	208.454
178.991	302.15
246.582	223.167
346.398	254.628
234.032	264.528
338.343	164.56
356.318	253.368
365.225	248.82
51.2069	354.634
297.475	201.23
76.0541	210.783
319.871	162.556
374.689	245.59
321.641	152.713
77.5823	199.344
315.518	144.807
95.3931	419.217
321.641	136.9
50.4349	413.351
359.366	262.892
291.281	193.379
237.016	220.254
232.344	211.412
59.7206	290.31
75.5091	189.561
77.5481	179.771
361.099	272.741
168.997	301.804
327.68	128.93
382.277	239.077
321.502	166.746
130.261	377.545
272.881	394.611
244.011	391.115
391.463	243.028
280.161	387.756
76.083	169.879
306.478	149.08
337.405	182.925
87.5479	179.837
289.263	391.899
79.3228	160.418
44.3033	268.96
341.329	265.04
298.615	388.358
19.9365	470.906
36.383	275.065
67.8744	294.415
47.5568	206.617
316.081	146.518
320.418	122.056
366	281.457
246.923	381.549
78.9734	150.424
212.093	399.462
37.7245	204.793
334.723	121.83
264.54	294.058
134.475	451.638
232.44	381.636
307.408	393.12
131.374	461.145
316.054	113.058
317.055	395.755
272.782	413.59
372.951	288.646
76.7014	144.167
83.8185	137.143
90.6467	129.837
269.048	422.867
342.488	128.131
31.8184	283.962
334.058	238.046
52.1838	297.868
376.18	298.111
281.387	194.832
168.599	386.644
360.964	290.097
88.8271	120.004
34.0849	195.479
93.0841	110.955
75.5783	300.79
322.378	404.221
401.403	241.933
340.615	113.75
386.136	299.044
306.117	111.94
78.7203	255.283
88.4719	102.082
140.997	463.866
150.918	431.203
328.094	412.426
329.977	422.247
350.201	110.903
347.637	101.237
339.975	422.041
301.315	157.644
