Saved a vector of rrt <nodes> points.
X	Y
990	990
989.578	980.009
988.199	970.104
980.179	964.131
975.341	955.379
980.605	954.14
978.334	944.401
977.473	934.438
977.411	924.438
977.705	914.443
970.943	907.076
960.945	906.886
954.355	899.364
955.245	889.403
945.582	886.83
935.629	885.859
931.387	876.804
921.48	875.448
917.646	866.211
907.708	865.101
898.055	862.491
894.427	853.172
885.811	848.096
885.906	838.096
882.827	828.582
874.769	822.66
871.415	813.24
862.338	809.045
852.557	811.128
842.633	812.359
836.913	804.157
832.135	795.372
835.773	786.057
822.26	796.949
839.128	776.637
812.363	798.381
802.399	797.539
795.601	804.873
796.621	789.377
790.98	781.12
789.637	771.211
789.6	812.872
786.685	761.656
778.396	756.062
781.132	746.444
777.02	737.329
783.317	820.652
773.749	823.558
777.595	727.345
781.197	718.016
789.931	713.146
763.783	822.727
753.862	823.976
776.196	709.357
775.688	699.37
892.43	870.758
765.688	699.276
764.57	689.339
755.228	685.771
747.43	679.511
743.939	822.733
734.051	821.242
890.636	880.596
738.108	675.891
927.286	891.373
724.051	821.26
889.962	821.575
714.953	825.41
705.338	828.159
720.865	811.781
695.414	826.93
686.164	823.131
769.841	680.841
677.639	817.903
668.383	814.118
658.386	813.884
648.487	812.471
638.603	813.989
631.923	821.432
622.024	822.85
612.037	822.346
603.464	827.494
759.855	813.531
700.315	836.806
781.163	753.32
925.124	901.136
593.565	826.072
583.568	825.829
580.693	816.252
572.521	810.488
565.556	803.313
559.504	795.352
553.658	787.239
899.75	819.526
544.558	791.388
536.566	785.377
529.503	778.298
520.761	773.443
510.88	771.903
502.255	776.964
493.832	782.355
485.438	787.789
477.186	793.438
472.371	802.202
505.848	763.262
500.332	754.921
498.012	745.193
462.532	803.988
495.254	735.581
488.229	728.465
464.602	813.771
505.022	733.438
484.602	719.146
476.445	713.362
463.056	823.651
476.474	703.362
477.243	693.391
469.118	687.563
471.904	677.959
604.249	837.463
704.984	845.649
648.389	802.471
459.137	686.937
875.843	848.894
451.045	681.062
452.546	804.515
443.066	807.699
512.754	727.096
599.544	846.287
441.26	678.997
431.623	681.666
423.1	676.436
417.697	668.021
433.419	810.333
407.873	669.889
707.713	855.269
400.789	662.831
520.585	720.877
390.79	662.926
909.286	816.514
380.838	661.946
376.928	652.742
782.487	692.037
379.266	643.019
380.276	633.07
381.748	623.179
381.814	613.179
882.777	886.78
961.495	881.597
923.995	911.072
424.026	813.764
383.089	603.261
526.667	712.939
373.817	599.514
440.52	806.55
414.061	814.602
877.991	895.56
387.637	594.355
363.836	600.126
790.014	685.453
391.953	585.334
355.929	594.004
393.712	575.49
392.809	565.531
798.164	679.659
349.964	585.977
396.53	556.25
343.245	578.571
797.835	669.664
399.754	546.783
409.351	543.974
806.177	664.15
535.665	708.576
418.731	540.508
811.783	655.869
391.693	624.221
814.296	646.189
404.103	815.514
423.096	531.511
395.1	819.866
385.109	820.296
813.852	636.199
817.601	626.928
820.967	617.512
394.524	538.26
898.465	825.115
783.607	830.007
391.714	528.663
915.636	808.789
375.441	817.74
333.248	578.303
388.359	519.243
541.057	700.155
921.5	800.688
387.205	509.309
819.607	607.605
413.736	804.607
365.677	815.581
539.527	690.272
819.621	597.605
381.768	500.916
781.388	839.758
385.534	491.652
378.003	485.073
376.257	475.227
497.471	774.459
378.032	671.544
702.485	843.15
377.934	465.368
384.742	458.043
432.478	691.63
538.834	799.587
356.291	812.131
379.626	449.451
394.457	455.674
819.876	587.608
375.079	440.545
347.497	816.892
378.1	431.012
601.04	856.174
546.429	683.036
823.916	578.461
338.059	820.197
823.432	568.472
358.315	802.338
328.353	822.604
556.409	683.668
318.398	823.547
815.475	562.415
323.282	579.122
790.539	743.05
385.215	423.985
395.21	424.296
817.97	552.731
309.249	827.586
313.382	580.533
384.312	414.026
816.408	542.854
379.578	405.217
374.181	396.799
812.808	808.371
542.736	802.252
927.781	792.907
547.182	810.893
303.628	582.737
566.382	684.393
300.2	831.841
380.716	389.23
811.478	582.18
386.51	381.079
645.628	792.86
433.646	813.402
817.594	532.924
381.186	372.614
717.902	802.23
375.412	364.449
302.328	841.612
293.756	584.333
711.314	864.598
290.427	829.722
821.79	523.848
379.472	355.31
680.301	831.233
433.337	701.592
292.099	594.195
875.141	854.053
827.285	515.492
878.486	905.548
282.123	594.88
302.672	851.607
386.119	347.84
364.188	397.177
834.783	508.876
389.727	338.513
713.332	793.335
838.036	499.42
307.395	860.421
839.011	489.467
396.317	330.992
400.885	322.096
919.634	920.071
705.751	786.815
355.479	392.263
724.101	817.037
808.6	528.553
345.483	392.56
800.987	522.069
830.64	620.049
793.643	515.282
336.604	387.96
326.656	386.941
410.799	323.403
320.329	379.197
382.441	371.665
783.711	516.445
842.653	480.154
774.41	512.772
463.256	795.178
312.97	868.723
405.081	422.692
765.761	517.792
596.818	865.24
313.837	371.591
429.597	710.867
281.115	826.076
416.35	315.084
426.324	314.373
424.458	548.706
434.665	308.857
272.184	595.988
442.375	302.488
306.065	365.298
783.368	849.559
438.09	293.453
788.096	858.372
781.883	866.207
444.234	285.562
303.545	355.621
293.552	355.247
283.804	357.479
840.572	618.885
775.617	681.196
844.297	511.955
646.773	782.925
702.087	868.452
275.135	352.493
903.232	848.432
802.627	667.608
271.438	823.557
262.158	819.831
264.334	602.182
414.15	426.905
454.143	284.216
458.225	275.087
312.991	878.723
424.147	427.161
301.753	572.914
304.582	884.136
758.085	511.382
252.277	821.367
262.038	809.832
451.117	307.344
754.475	502.057
851.389	519.005
751.731	492.441
591.183	873.501
254.355	803.432
438.333	277.489
467.735	278.18
245.455	798.871
310.077	892.49
594.328	882.993
785.608	507.422
849.809	615.054
786.955	497.513
317.381	899.321
475.966	283.859
540.519	818.35
768.529	698.417
485.867	285.262
493.319	291.93
778.135	703.192
393.787	315.052
585.417	887.53
696.572	782.847
499.948	284.443
457.863	314.726
321.542	395.534
878.778	915.544
508.284	278.919
861.314	517.784
296.29	889.725
237.593	792.691
516.216	285.009
744.861	504.811
386.871	307.829
