Saved a vector of rrt <nodes> points.
X	Y
25	2975
34.1704	2971.01
43.8664	2968.57
49.9919	2960.66
59.0298	2956.38
58.9137	2946.38
68.5542	2943.72
72.2933	2934.45
72.2648	2924.45
77.8109	2916.13
87.81	2916
92.8754	2907.38
102.828	2906.4
103.437	2896.42
104.544	2886.48
104.266	2876.49
103.989	2866.49
110.184	2858.64
120.183	2858.47
129.578	2855.05
138.862	2851.33
145.08	2843.5
155.067	2843
164.204	2838.94
171.189	2831.78
177.987	2824.45
187.095	2820.32
190.409	2810.88
198.273	2804.71
207.918	2802.07
217.822	2800.68
227.8	2801.34
237.796	2801.64
247.775	2800.98
183.865	2803.32
257.732	2801.91
267.555	2803.78
277.129	2800.89
287.109	2801.52
297.027	2800.25
306.862	2802.05
316.683	2800.17
326.683	2800.08
336.683	2800.09
346.58	2801.52
356.523	2802.58
366.338	2800.66
376.312	2801.39
386.284	2800.65
396.284	2800.59
406.28	2800.89
416.253	2801.61
426.253	2801.51
436.227	2800.79
446.206	2800.14
456.205	2800.19
466.205	2800.19
476.181	2800.89
486.161	2801.51
496.132	2800.74
506.114	2800.14
516.114	2800.11
526.111	2800.35
536.108	2800.12
546.099	2800.55
556.093	2800.22
566.031	2801.33
576.022	2800.91
406.254	2801.49
586.019	2801.15
595.549	2804.18
604.893	2800.62
614.891	2800.81
624.866	2801.52
634.833	2802.33
644.734	2800.93
654.732	2800.72
664.712	2800.09
674.698	2800.64
684.697	2800.76
694.689	2801.15
396.304	2800.49
704.64	2802.14
714.434	2800.12
387.197	2804.62
724.257	2802
734.189	2803.16
653.846	2810.68
744.186	2802.92
754.088	2804.32
764.032	2805.38
774.031	2805.47
782.411	2800.02
792.389	2800.68
802.381	2800.27
387.078	2814.37
389.788	2823.99
380.882	2828.54
810.902	2805.51
819.429	2800.28
829.426	2800.5
645.677	2816.45
839.426	2800.63
373.992	2835.79
751.929	2814.08
849.412	2801.14
642.823	2826.03
859.034	2803.87
869.003	2804.66
877.93	2800.15
639.404	2808.66
883.574	2808.41
893.571	2808.65
899.135	2800.34
908.59	2803.6
387.552	2804.38
918.576	2804.12
928.15	2801.23
364.743	2831.99
356.323	2837.38
938.118	2800.44
947.508	2803.88
357.787	2847.27
957.431	2802.64
967.429	2802.83
880.096	2817.78
977.343	2801.52
987.321	2802.18
997.306	2802.73
1004.48	2795.77
1006.21	2785.92
1008.5	2776.18
1015.48	2769.03
1024.32	2764.35
1028.9	2755.46
1034.53	2747.19
1044.29	2749.35
1047.58	2739.9
1053.41	2731.78
1055.22	2721.94
1063.35	2716.12
1063.66	2706.13
1070.75	2699.08
1080.67	2700.35
1071.84	2689.14
1064.41	2682.44
1078.84	2682
1090.65	2701.01
1100.58	2699.82
1082.76	2672.8
1089.93	2665.83
1086.89	2656.3
1095.85	2651.85
1100.43	2642.96
363.704	2822.04
1103.85	2633.57
1104.71	2623.6
1109.9	2615.05
1108.37	2605.17
1108.9	2595.19
368.581	2813.31
1105.02	2585.97
1101.13	2576.76
1106.29	2568.19
353.876	2823.89
367.478	2803.37
1109.74	2558.8
1106.29	2549.41
1107.84	2539.54
1114.31	2531.92
1111.05	2522.47
1114	2512.91
1118.22	2503.85
1124.61	2496.15
1110.17	2702.66
1132.4	2489.88
1135.57	2480.4
1091.27	2575.1
378.538	2812.38
1141.66	2472.46
1145.2	2463.11
1143.3	2453.29
1151.97	2448.31
1161.89	2447.03
1163.87	2437.22
1159.6	2428.18
1060.31	2725.65
1163.93	2419.16
1173.52	2416.34
1159.63	2410.13
1155.34	2401.1
1150.93	2392.12
1146.64	2383.09
1152.33	2374.87
344.037	2825.67
1148	2365.85
1143.68	2356.84
1140.55	2347.34
1145.85	2338.86
1141.49	2329.86
1120.16	2702.39
1130.14	2703.1
1155.1	2335.07
1144.5	2320.32
339.639	2834.65
1139.28	2311.8
1134.86	2302.82
1132.11	2293.21
1104.43	2510.04
1130.48	2283.34
1120.71	2281.22
1113.74	2274.05
1104.97	2269.25
1100.63	2260.24
1183.28	2418.5
1193.27	2418.95
1097.32	2250.8
1104.24	2243.58
1099.86	2234.58
1106.88	2227.45
1102.47	2218.48
1102.01	2208.49
1111.06	2204.23
1116.99	2196.17
1203.1	2417.12
377.807	2802.41
1123.82	2188.87
1094.6	2201.77
1128.21	2179.89
1087.58	2253.06
1134.69	2172.27
1131.91	2162.67
1213.01	2418.5
1078.02	2255.97
1124.73	2155.7
1086.18	2196.38
1120.15	2146.81
1124.8	2137.96
1144.39	2169.85
1131.48	2130.52
1128.32	2121.04
1124.91	2111.64
1154.39	2169.7
1122.81	2101.86
1124.5	2092
1133.03	2086.78
1222.76	2416.31
329.648	2835.09
1140.12	2079.73
1135.35	2070.94
1136.14	2060.97
1131.35	2052.19
1126.04	2043.71
1118.89	2036.73
1194.03	2428.92
1150	2078.19
1114.11	2027.94
1232.59	2418.19
1139.93	2705.14
320.007	2832.44
1116.8	2018.31
1124.56	2012
1126.46	2002.18
1104.5	2025.19
1125.66	1992.22
1130.64	1983.55
1137.8	1976.57
1241.69	2422.32
313.281	2825.04
1164.39	2169.46
1132.56	1968.05
1147.36	1973.62
1094.72	2023.11
1133.89	1958.14
1156.55	1969.69
1129.05	1949.39
1251.41	2419.95
1134.22	1940.83
1084.72	2023.15
1149.64	2707.51
1261.12	2417.58
1074.72	2023.17
1127.92	1933.06
1265.52	2408.6
1274.44	2404.09
1134.86	1925.87
1283.98	2407.08
1141.02	1917.99
1146.48	1909.61
1293.98	2407.22
1145.04	1899.71
1139.09	1891.68
1146.63	1885.11
1302.98	2411.57
1153.36	1877.72
1158.71	2711.73
1155.8	1868.03
1130.81	1886.06
1164.71	1863.49
1166.55	1969.58
1312.61	2408.87
1150.57	1859.5
1174.59	1865.06
1183.61	1860.74
1136.91	2714.67
1322.17	2405.92
1331.7	2408.95
1145.78	1850.73
1188.18	1851.85
1341.51	2407.03
1351.51	2407.09
1196.74	1846.68
1139.24	1843.16
1134.02	1834.63
1204.39	1840.24
1131.06	1825.08
1125.83	1816.56
1122.61	1807.09
1211.05	1832.78
1114.15	1801.76
1065.44	2026.9
1359.22	2413.46
1116.68	1792.08
1109.34	1785.29
1368.3	2409.27
1101.94	1778.57
1219.66	1827.69
1096.71	1770.05
1377.01	2414.18
1228.35	1822.75
1098.99	1760.31
1098.28	1750.34
1237.96	1819.97
1092.99	1741.84
1384.45	2420.87
1393.52	2416.65
1090.07	1732.28
1245.52	1813.42
1154.74	2166.85
314.691	2815.14
1095.22	1723.71
1091.08	1714.61
1403.29	2418.79
1082.12	1710.16
1076.57	1701.85
1081.63	1693.22
1253.28	1807.12
1073.56	1687.32
1068.23	1678.86
1407.25	2427.98
1067.03	1668.93
1067.17	1658.93
1073.82	1651.46
1415.85	2433.08
1066.98	1644.17
1066.91	1634.17
1425.78	2431.91
1261.91	1802.07
1058.57	2034.18
1061.48	1625.77
1435.67	2433.4
1058.37	1680.53
321.45	2822.51
319.046	2806.13
1052.75	1620.9
1268.8	1794.82
1278.67	1793.22
1286.25	1786.69
1057.33	1612.01
1296.22	1787.39
1056.88	1602.02
331.342	2823.97
1351.92	2397.1
1445.22	2430.44
1055.42	1592.13
1049.92	1583.78
1044.43	1575.42
1048.53	1682.3
1304.9	1782.43
1038.93	1567.06
1454.61	2427
1314.82	1781.15
1463.06	2432.35
1036.44	1557.38
1044.62	1551.64
1323.12	1775.58
1044.42	1541.64
1472.81	2434.57
1049.41	1532.97
1047.02	1523.26
1050.53	1513.9
1331.52	1770.15
1341.04	1767.09
1481.57	2429.75
1348.29	1760.2
1058.13	1507.4
1355.89	1753.71
1026.65	1555.36
1360.23	1744.7
1052.41	1499.2
1491.54	2429.06
1501.07	2426.03
1361.81	1734.82
1059.3	1491.95
1064.92	1483.68
1368.28	1727.2
1048.69	2032.65
1062.08	1474.09
1068.8	1466.69
1062.94	1458.59
1378.14	1725.51
1386.65	1720.26
1511.07	2426.25
1392.55	1712.18
341.327	2824.52
1520.72	2428.86
1473.76	2444.53
1530.23	2431.97
1016.65	1555.31
1539.9	2429.42
1008.07	1550.18
1058.35	1449.7
1402.54	1711.63
1052.67	1441.47
1548.47	2424.27
1412.47	2442.49
998.361	1552.59
1047.3	1433.04
1412.21	1709.11
1343.08	2401.77
1555.54	2431.34
1041.42	1424.95
1415.12	1699.54
1047.67	1417.14
1424.75	1696.83
1041.75	1409.08
1434.61	1695.21
1444.61	1695.12
1352.25	2387.11
1453.27	1690.12
1038.7	2032.97
1074.7	1485.79
1035.51	1401.27
1042.26	1393.9
1036.29	1385.87
1039.68	1376.46
1461.38	1684.26
1046.69	1369.32
1468.08	1676.84
1477.49	1673.47
1487.08	1670.62
1031.01	1371.49
1562.41	2438.6
1052.88	1361.47
1497.07	1670.22
1252.71	1817.1
1023.83	1364.53
1028.77	2031.73
1572.02	2441.38
1333.13	2402.77
1017.85	1356.51
1059.07	1353.62
1581.93	2442.74
1590.07	2448.55
1473.64	2454.53
