Saved a vector of rrt <nodes> points.
X	Y
0	975
0.0860283	985
9.86894	973.386
6.46779	992.699
11.2896	1001.46
21.2894	1001.39
30.4564	1005.39
39.1021	1000.36
48.7688	997.802
56.6996	991.71
9.9171	963.386
66.0907	988.274
75.4325	984.706
52.7383	1006.98
85.272	982.922
93.8696	977.815
100.179	970.056
109.294	965.945
113.645	956.941
122.387	952.085
116.245	973.135
125.657	976.512
135.581	977.742
145.57	978.207
155.412	979.981
54.214	1016.87
163.617	974.265
172.627	969.927
182.002	973.408
188.198	965.559
198.068	963.947
207.944	965.515
53.5808	1026.85
217.229	969.228
123.179	942.116
211.149	956.042
58.6767	1035.45
227.05	971.111
235.816	975.923
245.816	975.913
253.962	970.112
263.103	974.167
257.469	960.747
270.89	980.441
264.299	953.443
280.887	980.221
289.505	975.147
266.465	943.68
299.26	972.948
308.851	975.779
267.951	933.791
61.211	1045.13
315.949	968.735
319.692	959.462
268.421	923.802
59.2598	1054.94
329.509	957.561
334.11	948.682
343.652	951.672
353.61	952.597
361.257	946.153
370	941.3
117.435	933.93
58.4031	1064.9
379.818	943.202
389.794	942.507
395.74	950.547
269.794	913.897
397.581	936.234
405.794	930.529
414.117	924.985
313.009	984.874
402.255	958.134
424.009	923.521
433.212	927.434
438.711	919.082
442.572	909.858
448.937	902.145
456.22	895.292
455.069	885.359
463.244	879.6
440.205	934.582
472.771	882.641
463.634	869.608
447.545	941.374
116.546	923.97
471.311	863.2
482.764	882.279
492.533	884.42
116.378	913.971
468.68	853.552
268.827	903.944
500.528	878.414
452.823	949.867
466.78	843.734
156.2	989.95
470.54	834.469
510.329	876.429
475.01	825.523
520.306	875.741
316.754	994.146
527.784	882.38
534.974	889.33
314.297	1003.84
116.635	903.974
482.53	818.931
544.562	886.491
554.104	883.499
488.588	810.975
487.812	801.005
561.875	877.206
489.372	791.128
571.462	874.359
580.751	870.655
485.623	781.857
122.443	895.834
57.5763	1074.86
587.714	863.478
456.84	959.025
596.251	868.685
480.604	773.207
603.168	875.907
613.1	877.076
620.36	870.2
124.524	886.053
630.012	867.587
118.119	878.374
65.9651	1080.31
617.721	885.945
459.289	968.72
638.845	872.275
646.94	878.147
117.528	868.391
656.93	877.713
478.881	763.357
665.889	873.27
674.562	868.292
683.849	864.583
484.939	755.401
587.694	853.478
692.439	869.704
700.578	875.514
697.797	861.26
705.631	855.045
320.73	1011.49
465.741	976.36
708.718	881.321
709.164	845.69
445.56	936.412
121.62	859.267
714.855	889.217
722.659	895.47
725.848	904.948
717.696	840.474
730.039	914.027
122.701	849.325
489.309	746.406
71.3825	1088.71
470.003	985.407
724.943	833.583
69.1028	1098.45
492.368	736.886
739.971	912.863
733.022	827.689
125.954	839.869
742.608	824.844
122.857	830.361
746.894	815.809
748.206	805.896
470.088	758.595
756.373	800.125
763.868	793.505
745.769	921.011
491.832	726.9
494.273	717.203
769.254	785.079
779.009	787.279
134.39	884.422
785.584	779.744
795.186	776.952
800.056	768.218
70.4289	1108.36
805.987	760.167
321.112	1021.49
806.418	750.176
328.74	1027.95
368.769	931.376
751.715	929.05
495.398	707.266
813.941	743.588
759.143	935.746
120.448	820.656
493.884	697.381
763.67	944.663
472.176	995.168
112.604	814.453
622.227	894.872
110.828	804.612
490.598	687.937
450.12	972.71
487.505	678.427
822.708	738.778
832.452	741.029
841.339	736.445
848.402	729.366
483.536	669.248
857.935	726.345
867.222	722.637
483.971	659.258
772.962	948.358
871.366	713.536
774.177	958.284
701.776	838.951
418.775	930.89
778.797	967.152
68.4115	1118.16
108.25	794.949
874.439	704.02
883.715	700.282
474.126	657.505
620.644	904.746
460.207	757.053
771.527	974.019
774.707	983.5
890.492	692.93
898.897	698.347
468.674	649.121
891.475	682.978
773.014	993.356
894.517	673.452
331.788	1037.48
782.671	995.952
442.241	918.816
898.604	664.325
332.742	1047.43
499.289	868.491
903.318	655.506
901.578	645.658
904.076	635.975
463.223	640.738
913.15	657.327
792.46	997.994
331.02	1057.28
922.26	653.203
801.815	1001.53
68.2801	1128.16
232.719	985.431
817.534	730.221
911.322	629.084
461.509	630.886
872.885	730.879
809.79	1007.56
70.7316	1137.85
819.41	1010.29
880.896	736.865
916.45	620.499
924.182	614.157
932.039	655.293
464.925	621.487
829.382	1011.04
835.821	1018.69
