Saved a vector of reachable workspace points.
X	Y
25	475
32.0427	467.901
35.405	458.483
38.755	460.488
48.5845	458.65
58.5845	458.628
68.5844	458.686
69.5131	448.729
78.9328	445.372
78.2087	443.791
84.972	436.425
84.3348	426.445
91.0523	419.038
88.2128	441.647
36.6208	450.719
94.1016	432.345
100.388	424.567
97.5307	411.42
100.309	401.813
107.515	394.88
112.598	386.269
98.9601	401.523
116.255	390.022
102.228	438.172
98.2357	401.445
114.775	376.508
90.5572	395.039
126.195	391.118
114.235	366.523
16.7028	480.582
122.417	370.058
121.741	359.915
130.877	391.157
120.453	360.252
125.203	350.533
82.2574	454.804
134.224	346.219
135.895	336.359
125.952	392.465
143.976	330.468
152.854	325.867
160.345	319.242
161.528	309.312
158.064	299.931
163.764	291.715
171.552	285.442
122.353	349.934
135.134	349.359
169.884	322.243
171.712	285.645
173.336	275.602
179.883	322.294
174.236	265.643
185.881	330.296
195.858	330.969
205.602	333.218
111.671	441.463
169.423	256.878
213.365	339.521
179.319	257.031
186.867	315.136
223.237	337.924
188.889	259.932
81.0427	391.96
196.814	253.832
206.81	253.571
171.988	250.23
113.195	345.919
214.356	247.008
106.952	338.106
224.343	246.496
234.024	243.991
223.169	341.492
241.809	237.715
232.602	341.429
165.467	269.433
243.919	227.941
239.026	219.22
251.163	241.251
244.831	211.077
166.089	242.155
251.91	204.013
258.485	196.479
260.358	186.656
241.424	336.72
259.29	176.713
162.526	249.636
99.4393	344.706
162.358	232.877
163.796	222.981
89.5333	343.338
248.418	343.867
191.951	269.451
72.3389	467.954
125.302	345.118
251.413	336.249
259.638	246.559
268.982	174.25
278.778	176.259
288.724	175.226
161.964	213.151
208.967	323.802
222.074	351.432
153.596	207.675
148.958	198.816
254.682	167.838
265.6	254.588
255.975	157.922
196.442	318.02
138.992	197.991
247.471	152.661
275.558	255.507
298.251	178.267
257.203	348.645
308.251	178.248
100.196	330.734
280.675	264.098
261.769	236.789
266	353.399
314.902	170.781
150.298	293.631
264.721	363.316
238.303	148.669
223.811	361.28
324.727	168.918
130.006	398.449
151.135	189.056
334.558	170.744
257.429	260.353
341.747	163.793
167.992	232.058
351.195	160.515
234.871	139.276
132.623	190.282
270.506	371.474
345.372	173.113
360.564	157.019
280.489	370.898
356.452	147.903
240.431	130.964
355.698	137.932
95.4643	321.924
287.329	378.193
125.767	183.002
297.325	377.897
39.9891	441.303
339.808	179.255
365.017	134.304
352.107	128.599
374.937	135.566
306.094	382.702
79.5478	342.8
316.054	383.605
213.256	237.069
325.932	382.054
245.21	196.589
332.689	389.426
236.574	121.738
306.155	379.546
122.84	173.44
261.276	157.874
269.739	174.501
77.1342	467.678
290.504	265.942
313.919	186.486
117.844	164.777
277.905	273.707
111.139	157.358
111.469	441.994
312.079	161.187
136.819	405.768
342.142	386.164
351.895	383.953
366.857	164.79
381.24	127.802
212.025	227.145
205.725	257.855
307.035	188.174
160.988	262.25
106.663	148.416
108.79	138.645
299.461	368.127
380.999	117.805
127.744	199.011
348.807	182.504
345.546	121.052
382.43	107.908
279.006	166.261
390.242	101.665
283.372	387.377
331.542	399.36
78.9854	475.426
230.706	113.64
391.723	91.7757
157.297	294.599
384.889	84.4758
340.762	112.27
360.659	388.768
369.754	392.925
308.97	151.683
70.0983	346.072
376.687	166.626
239.94	188.09
102.76	130.667
22.1548	476.082
234.5	104.388
292.455	275.749
225.253	142.011
385.281	171.74
112.028	401.773
273.616	282.741
105.516	121.054
214.55	365.053
105.427	111.054
95.7603	108.495
94.7276	98.5485
231.227	94.9386
86.8367	113.008
150.274	300.917
401.562	93.5636
330.363	409.29
218.577	149.456
339.501	102.35
62.2096	352.217
229.199	85.1464
302.339	274.228
153.015	236.442
117.863	200.549
409.802	99.2296
391.132	179.849
120.376	446.541
418.204	93.806
334.677	408.855
276.741	394.861
144.994	411.528
53.1291	348.029
129.262	451.126
209.096	356.672
101.557	91.2437
177.583	312.97
75.982	333.457
102.1	161.635
399.581	185.199
391.69	77.1452
277.266	404.848
351.381	192.168
258.326	210.364
424.298	85.878
45.818	341.206
431.177	93.1364
292.09	285.743
13.126	489.92
85.4559	352.469
215.662	249.072
409.328	187.433
150.71	419.733
206.666	264.605
225.208	75.9775
111.587	208.334
367.319	162.74
47.0598	355.976
209.923	144.446
102.888	213.267
103.88	81.5173
367.274	396.267
387.952	132.903
77.6341	116.921
234.658	72.708
107.313	72.125
118.213	135.298
215.775	72.6568
181.627	286.945
92.9712	211.98
399.748	195.198
132.416	369.925
430.791	78.272
87.0217	430.309
334.373	418.451
339.254	92.3534
388.945	67.5295
214.466	315.449
231.463	193.394
209.553	64.8286
165.66	203.859
224.274	186.443
244.094	69.3979
249.839	127.573
155.257	182.296
202.492	272.38
155.124	192.154
340.582	180.472
377.661	386.804
215.72	305.528
37.078	356.578
275.805	414.74
88.3913	314.855
98.3354	67.7205
87.0587	92.1308
221.351	132.804
312.211	272.635
385.174	380.204
134.224	459.809
228.287	356.221
268.655	421.732
213.062	127.21
143.36	463.873
321.776	269.717
403.355	204.525
210.35	54.8604
41.1874	332.343
94.057	167.577
332.044	428.176
208.592	118.265
377.501	399.248
312.218	275.776
104.572	59.9036
354.404	374.273
229.95	184.63
394.388	376.317
272.12	431.113
115.396	110.259
216.717	47.1498
379.405	64.5313
419.197	185.82
90.2163	450.419
142.882	286.923
77.1303	93.3258
367.983	138.755
