First viable solution . This file contains vector of points of the generated path.
X	Y
853.754	115.838
836.844	125.137
822.288	128.744
804.273	142.175
788.246	159.719
779.883	178.799
771.687	184.529
760.015	200.566
775.204	219.736
786.414	234.729
794.754	240.247
802.988	253.805
808.513	262.14
818.313	283.052
818.918	293.034
818.799	311.16
826.837	329.31
834.673	347.404
850.982	357.099
862.16	373.502
869.902	389.259
880.748	405.423
884.527	414.682
891.852	428.582
894.901	443.905
896.875	453.708
898.517	472.236
894.485	481.387
895.702	499.01
900.485	514.638
910.749	531.745
910.17	548.837
913.512	566.821
917.804	575.853
923.935	594.727
926.427	604.412
916.45	620.499
911.322	629.084
901.578	645.658
892.829	663.343
877.543	678.167
866.103	698.496
856.433	716.458
844.86	731.213
822.708	738.778
813.941	743.588
805.987	760.167
800.056	768.218
785.584	779.744
779.009	787.279
763.868	793.505
756.373	800.125
746.894	815.809
733.022	827.689
717.696	840.474
705.631	855.045
683.849	864.583
665.889	873.27
656.93	877.713
638.845	872.275
620.36	870.2
596.251	868.685
580.751	870.655
571.462	874.359
554.104	883.499
544.562	886.491
527.784	882.38
510.329	876.429
500.528	878.414
482.764	882.279
472.771	882.641
456.22	895.292
442.572	909.858
424.009	923.521
405.794	930.529
395.289	934.823
379.818	943.202
361.257	946.153
343.652	951.672
329.509	957.561
319.692	959.462
299.26	972.948
280.887	980.221
263.103	974.167
245.816	975.913
227.05	971.111
207.944	965.515
187.783	969.049
163.617	974.265
145.57	978.207
135.581	977.742
116.245	973.135
93.8696	977.815
75.4325	984.706
56.6996	991.71
39.1021	1000.36
21.4257	991.392
9.86894	973.386
0	975
